ac_number,ac_name,table_no,polling_station_no,candidate_1,candidate_2,candidate_3,candidate_4,candidate_5,candidate_6,candidate_7,candidate_8,candidate_9,candidate_10,candidate_11,candidate_12,candidate_13,candidate_14,total_valid,rejected,total,tendered
028,Alandur,293,293,138,244,117,20,24,0,9,0,0,0,1,1,2,22,578,0,578,0
028,Alandur,294,294,177,180,86,41,24,0,15,0,0,0,0,0,0,19,542,0,542,0
028,Alandur,295,295,128,204,125,24,8,0,14,0,1,0,0,0,0,22,526,0,526,0
028,Alandur,296,296,107,144,64,15,9,0,10,0,0,0,0,0,0,9,358,0,358,0
028,Alandur,297,297,256,141,38,19,27,1,14,0,0,3,0,0,2,21,522,0,522,0
028,Alandur,298,298,146,98,50,18,10,0,7,0,0,1,0,0,1,13,344,0,344,0
028,Alandur,299,299,279,137,19,33,16,0,8,0,0,0,0,0,0,8,500,0,500,0
028,Alandur,300,300,181,101,53,15,23,1,9,1,0,0,0,0,2,12,398,0,398,0
028,Alandur,301,301,270,309,118,35,26,0,17,2,0,0,1,0,2,25,805,0,805,0
028,Alandur,302,302,155,193,12,20,18,0,6,0,1,0,1,0,1,7,414,0,414,0
028,Alandur,303,303,228,172,26,16,15,0,13,1,0,0,2,1,0,13,487,0,487,0
028,Alandur,304,304,385,312,22,53,35,1,14,0,0,0,1,0,1,12,836,0,836,0
028,Alandur,305,305,344,366,21,42,35,0,10,0,0,0,0,0,0,12,830,0,830,0
028,Alandur,306,306,274,172,67,31,19,0,10,0,0,2,0,1,0,10,586,0,586,0
028,Alandur,307,307,183,246,148,29,13,1,14,0,0,1,2,0,2,12,651,0,651,0
028,Alandur,308,308,118,327,192,22,16,2,10,3,0,0,0,1,1,12,704,0,704,0
028,Alandur,309,309,155,185,62,32,16,0,11,0,0,2,0,0,2,14,479,0,479,0
028,Alandur,310,310,112,99,38,17,13,0,6,0,0,0,0,0,1,11,297,0,297,0
028,Alandur,311,311,287,241,69,44,36,0,18,0,0,0,0,0,8,19,722,0,722,0
028,Alandur,312,312,187,150,29,27,6,0,10,0,0,0,0,0,1,16,426,0,426,0
028,Alandur,313,313,156,148,59,22,8,0,12,0,0,2,0,1,2,13,423,0,423,0
028,Alandur,314,314,425,315,8,34,11,0,15,1,0,0,0,0,1,15,825,0,825,0
028,Alandur,315,315,60,141,92,8,19,0,6,1,0,0,2,0,5,10,344,0,344,0
028,Alandur,316,316,107,145,106,24,17,2,7,0,1,0,0,2,1,8,420,0,420,0
028,Alandur,317,317,122,252,178,13,19,0,12,0,0,0,1,0,2,22,621,0,621,0
028,Alandur,318,318,65,203,130,8,8,0,7,2,0,0,0,1,1,13,438,0,438,0
028,Alandur,319,319,63,149,116,6,12,0,4,0,0,0,0,0,6,7,363,0,363,0
028,Alandur,320,320,118,243,185,12,17,4,12,1,0,0,0,0,0,14,606,0,606,0
028,Alandur,321,321,204,149,55,39,5,0,8,0,0,0,0,0,2,20,482,0,482,0
028,Alandur,322,322,142,163,57,34,9,2,5,0,0,0,0,0,0,9,421,0,421,0
028,Alandur,323,323,182,103,36,26,13,0,4,0,0,0,0,0,2,14,380,0,380,0
028,Alandur,324,324,317,287,47,57,29,1,25,1,0,0,0,0,4,29,797,0,797,0
028,Alandur,325,325,99,137,60,13,4,0,4,0,0,1,0,0,1,5,324,0,324,0
028,Alandur,326,326,209,180,49,44,28,0,5,0,0,0,1,0,0,26,542,0,542,0
028,Alandur,327,327,194,104,50,21,11,0,15,0,1,0,1,0,2,9,408,0,408,0
028,Alandur,328,328,153,161,75,14,14,0,6,0,0,0,0,0,1,9,433,0,433,0
028,Alandur,329,329,212,136,53,18,20,1,11,0,0,2,1,0,2,22,478,0,478,0
028,Alandur,330,330,253,192,80,45,29,0,14,0,0,1,1,0,0,21,636,0,636,0
028,Alandur,331,331,292,222,21,29,19,0,13,0,0,0,1,0,0,17,614,0,614,0
028,Alandur,332,332,397,122,13,35,5,0,13,0,0,1,0,0,2,11,599,0,599,0
028,Alandur,333,333,254,187,22,32,13,0,21,0,1,3,0,0,3,13,549,0,549,0
028,Alandur,334,334,262,179,26,24,19,0,8,0,0,0,0,0,0,15,533,0,533,0
028,Alandur,335,335,257,188,10,21,30,1,7,0,0,0,0,0,2,3,519,0,519,0
028,Alandur,336,336,199,136,23,20,12,1,10,1,1,0,0,2,4,10,419,0,419,0
028,Alandur,337,337,423,194,25,43,14,0,8,0,0,0,1,0,1,8,717,0,717,0
028,Alandur,338,338,83,190,119,16,19,4,8,0,1,0,1,0,1,16,458,0,458,0
028,Alandur,339,339,118,237,145,22,20,0,5,0,0,0,1,0,8,15,571,0,571,0
028,Alandur,340,340,105,183,155,25,16,0,7,0,0,1,0,0,5,17,514,0,514,0
028,Alandur,341,341,107,249,210,14,20,0,6,0,1,1,1,0,5,12,626,0,626,0
028,Alandur,342,342,118,260,180,16,18,0,7,0,0,0,1,0,2,21,623,0,623,0
028,Alandur,343,343,122,141,128,17,4,0,13,0,1,0,1,0,0,4,431,0,431,0
028,Alandur,344,344,136,205,177,28,18,0,13,2,0,1,0,3,3,19,605,0,605,0
028,Alandur,345,345,170,221,150,20,14,1,16,1,0,0,0,0,3,22,618,0,618,0
028,Alandur,346,346,149,283,118,24,15,0,15,0,0,0,0,0,3,17,624,0,624,0
028,Alandur,347,347,186,203,123,28,20,2,17,0,0,1,0,1,5,10,596,0,596,0
028,Alandur,348,348,171,190,135,40,14,2,12,0,1,0,0,0,1,18,584,0,584,0
028,Alandur,349,349,386,295,25,33,65,1,18,0,1,0,0,0,3,12,839,0,839,0
028,Alandur,350,350,319,282,48,44,37,1,14,0,0,0,0,0,1,26,772,0,772,0
028,Alandur,351,351,298,224,15,33,55,1,13,0,0,1,1,0,1,16,658,0,658,0
028,Alandur,352,352,224,162,14,33,37,0,8,0,0,0,1,0,1,12,492,0,492,0
028,Alandur,353,353,204,140,11,31,28,0,10,0,0,0,0,0,0,11,435,0,435,0
028,Alandur,354,354,334,303,30,53,29,2,8,0,0,1,1,0,1,15,777,0,777,0
028,Alandur,355,355,229,145,21,32,36,0,7,0,0,1,0,0,0,9,480,0,480,0
028,Alandur,356,356,279,215,18,31,25,1,9,0,0,0,0,0,1,10,589,0,589,0
028,Alandur,357,357,298,220,28,44,39,2,10,0,2,1,0,0,1,11,656,0,656,0
028,Alandur,358,358,220,175,24,31,6,0,14,0,0,1,0,1,2,11,485,0,485,0
028,Alandur,359,359,351,256,26,56,8,2,19,0,0,0,0,0,1,14,733,0,733,0
028,Alandur,360,360,236,141,7,21,15,0,6,0,1,1,0,0,0,17,445,0,445,0
028,Alandur,361,361,224,203,10,32,98,2,3,0,0,1,1,0,0,6,580,0,580,0
028,Alandur,362,362,252,178,23,42,22,4,12,1,1,0,1,0,1,8,545,0,545,0
028,Alandur,363,363,115,167,78,17,17,0,8,1,0,2,1,0,1,12,419,0,419,0
028,Alandur,364,364,133,226,72,25,19,0,3,1,0,0,0,1,1,10,491,0,491,0
028,Alandur,365,365,272,180,13,20,40,0,5,0,0,0,0,0,1,7,538,0,538,0
028,Alandur,366,366,239,209,46,23,25,2,10,0,0,1,1,0,0,10,566,0,566,0
028,Alandur,367,367,98,166,88,22,16,0,12,1,1,1,0,0,2,18,425,0,425,0
028,Alandur,368,368,88,185,104,20,17,0,9,0,0,1,0,0,1,10,435,0,435,0
028,Alandur,369,369,164,163,95,24,26,0,9,0,0,0,1,0,1,16,499,0,499,0
028,Alandur,370,370,158,261,150,31,14,1,7,1,0,1,0,3,0,17,644,0,644,0
028,Alandur,371,371,76,197,121,19,9,0,12,1,0,0,1,0,1,9,446,0,446,0
028,Alandur,372,372,149,189,86,23,10,0,13,0,0,0,0,0,1,12,483,0,483,0
028,Alandur,373,373,124,201,125,20,21,0,10,0,0,0,0,1,3,20,525,0,525,0
028,Alandur,374,374,171,207,95,21,20,0,5,0,0,1,0,0,1,15,536,0,536,0
028,Alandur,375,375,210,231,42,23,20,1,9,0,1,0,0,1,3,10,551,0,551,0
028,Alandur,376,376,200,205,41,32,17,1,6,0,0,0,1,0,3,15,521,0,521,0
028,Alandur,377,377,127,199,106,20,10,0,7,1,0,1,1,0,1,25,498,0,498,0
028,Alandur,378,378,172,295,178,26,26,0,9,2,0,0,0,1,3,24,736,0,736,0
028,Alandur,379,379,152,179,39,49,12,0,14,0,0,0,0,1,2,11,459,0,459,0
028,Alandur,380,380,157,149,10,37,7,1,0,0,0,0,0,0,0,8,369,0,369,0
028,Alandur,381,381,226,163,5,35,1,0,5,0,0,1,1,2,1,6,446,0,446,0
028,Alandur,382,382,199,135,14,14,15,0,1,1,0,1,0,0,0,7,387,0,387,0
028,Alandur,383,383,283,186,59,46,19,0,13,0,1,0,0,0,1,16,624,0,624,0
028,Alandur,384,384,187,161,46,41,13,0,12,0,0,0,2,3,0,20,485,0,485,0
028,Alandur,385,385,251,210,32,36,11,1,12,0,0,0,0,0,4,4,561,0,561,0
028,Alandur,386,386,222,163,19,40,10,1,11,1,0,0,0,0,0,18,485,0,485,0
028,Alandur,387,387,155,110,60,26,12,1,7,0,0,0,0,1,1,10,383,0,383,0
028,Alandur,388,388,206,138,59,21,12,0,21,3,1,0,0,0,0,9,470,0,470,0
028,Alandur,389,389,225,182,54,24,16,0,14,0,0,0,2,0,1,17,535,0,535,0
