ac_number,ac_name,table_no,polling_station_no,candidate_1,candidate_2,candidate_3,candidate_4,candidate_5,candidate_6,candidate_7,candidate_8,candidate_9,candidate_10,candidate_11,candidate_12,candidate_13,candidate_14,candidate_15,candidate_16,total_valid,rejected,total,tendered
037,Kancheepuram,254,253,180,6,5,169,1,0,10,518,1,0,0,2,0,0,1,3,896,0,896,0
037,Kancheepuram,255,254,197,14,17,173,4,1,5,206,1,0,1,0,1,2,0,5,627,0,627,0
037,Kancheepuram,256,255,431,34,4,305,10,4,0,5,0,0,1,0,0,2,1,9,806,0,806,0
037,Kancheepuram,257,256,177,7,0,76,4,1,2,132,0,0,0,0,0,0,0,2,401,0,401,0
037,Kancheepuram,258,257,157,14,1,166,2,4,4,85,1,0,0,0,1,0,0,6,441,0,441,0
037,Kancheepuram,259,258,300,16,3,249,12,1,7,294,1,2,1,0,3,1,2,6,898,0,898,0
037,Kancheepuram,260,259,190,32,1,132,0,1,0,3,1,1,0,0,0,0,1,6,368,0,368,0
037,Kancheepuram,261,260,129,4,0,161,2,1,4,80,1,0,1,0,0,1,2,5,391,0,391,0
037,Kancheepuram,262,261,127,33,1,152,3,5,0,3,0,0,0,1,0,0,0,1,326,0,326,0
037,Kancheepuram,263,262,400,33,1,330,5,0,5,88,1,0,0,0,4,0,0,7,874,0,874,0
037,Kancheepuram,264,263,129,11,3,220,3,0,4,345,1,0,0,0,0,0,0,4,720,0,720,0
037,Kancheepuram,265,264,176,27,5,204,2,0,1,352,1,1,1,2,1,0,0,7,780,0,780,0
037,Kancheepuram,266,265,71,7,1,197,4,1,3,203,0,0,0,1,0,1,0,1,490,0,490,0
037,Kancheepuram,267,266,79,4,1,181,4,3,3,392,0,1,1,0,1,1,0,8,679,0,679,0
037,Kancheepuram,268,267,231,23,2,265,6,1,1,222,2,0,3,0,2,0,0,7,765,0,765,0
037,Kancheepuram,269,268,358,50,2,447,24,3,1,110,1,0,0,1,4,2,2,14,1019,0,1019,0
037,Kancheepuram,270,269,218,50,2,270,4,4,1,348,1,1,2,1,2,0,0,7,911,0,911,0
037,Kancheepuram,271,270,120,10,0,152,5,0,3,137,0,0,1,0,0,0,0,0,428,0,428,0
037,Kancheepuram,272,271,277,26,3,332,4,0,4,200,2,0,0,1,3,1,0,11,864,0,864,0
037,Kancheepuram,273,272,325,43,2,408,6,4,3,236,2,1,0,0,5,0,1,6,1042,0,1042,0
037,Kancheepuram,274,273,213,32,2,188,3,3,0,198,2,1,1,0,1,0,2,5,651,0,651,0
037,Kancheepuram,275,274,158,19,13,201,1,1,3,111,0,0,0,2,1,1,0,4,515,0,515,0
037,Kancheepuram,276,275,485,22,4,281,8,1,4,96,0,0,1,0,4,2,1,8,917,0,917,0
037,Kancheepuram,277,276,208,33,6,228,30,18,2,21,0,0,0,0,0,0,1,4,551,0,551,0
037,Kancheepuram,278,277,259,23,1,212,8,17,0,35,1,0,0,0,0,0,0,5,561,0,561,0
037,Kancheepuram,279,278,336,28,4,307,9,5,3,138,1,0,0,0,2,1,0,8,842,0,842,0
037,Kancheepuram,280,279,387,50,13,380,1,3,0,9,0,1,0,0,4,1,0,16,865,0,865,0
037,Kancheepuram,281,280,374,21,12,333,3,6,0,11,0,0,0,0,1,1,0,7,769,0,769,0
037,Kancheepuram,282,281,222,22,3,155,3,0,3,214,0,0,0,0,0,0,1,2,625,0,625,0
037,Kancheepuram,283,282,229,21,4,266,14,1,3,179,0,0,0,0,0,0,2,10,729,0,729,0
037,Kancheepuram,284,283,452,39,3,388,10,5,1,22,0,0,0,1,2,0,2,22,947,0,947,0
037,Kancheepuram,285,284,290,40,0,195,23,13,1,51,0,0,0,1,0,1,1,17,633,0,633,0
037,Kancheepuram,286,285,382,45,5,284,18,6,3,29,0,0,1,1,2,1,0,10,787,0,787,0
037,Kancheepuram,287,286,323,22,9,232,2,4,0,6,0,1,0,0,1,2,1,12,615,0,615,0
037,Kancheepuram,288,287,190,8,1,158,5,4,0,68,0,0,0,0,1,0,0,9,444,0,444,0
037,Kancheepuram,289,288,357,33,2,214,8,2,0,18,0,0,0,0,0,1,2,7,644,0,644,0
037,Kancheepuram,290,289,424,40,0,221,25,20,0,67,0,1,0,0,1,1,0,20,820,0,820,0
037,Kancheepuram,291,290,312,48,3,208,14,8,0,67,0,0,0,1,0,1,0,20,682,0,682,0
037,Kancheepuram,292,291,386,35,2,270,38,6,2,43,0,0,0,1,0,0,1,28,812,0,812,0
037,Kancheepuram,293,292,309,32,0,158,21,6,0,29,1,0,0,0,0,0,1,5,562,0,562,0
037,Kancheepuram,294,293,178,20,0,141,9,3,2,15,0,0,0,0,0,0,2,8,378,0,378,0
037,Kancheepuram,295,294,208,36,3,372,4,3,1,23,0,0,0,0,2,0,0,12,664,0,664,0
037,Kancheepuram,296,295,314,67,2,383,14,7,1,70,0,0,0,1,0,4,2,13,878,0,878,0
037,Kancheepuram,297,296,350,30,0,505,21,5,1,68,0,0,0,0,0,0,0,13,993,0,993,0
037,Kancheepuram,298,297,361,38,1,446,7,5,2,52,0,0,0,1,1,0,2,14,930,0,930,0
037,Kancheepuram,299,298,458,46,0,471,14,2,0,65,1,0,0,0,0,2,6,11,1076,0,1076,0
037,Kancheepuram,300,299,307,31,2,352,10,9,1,56,0,0,0,1,0,0,1,6,776,0,776,0
037,Kancheepuram,301,300,260,31,0,230,8,3,1,49,0,0,0,1,0,1,0,10,594,0,594,0
037,Kancheepuram,302,301,225,39,2,465,28,2,1,39,0,0,2,0,2,0,0,14,819,0,819,0
037,Kancheepuram,303,302,169,32,2,319,8,3,0,76,0,1,0,1,2,1,0,11,625,0,625,0
037,Kancheepuram,304,303M,199,37,1,191,13,6,0,87,0,0,0,0,0,2,1,13,550,0,550,0
037,Kancheepuram,305,303A(W),188,16,0,249,7,8,2,72,0,0,0,0,0,1,1,11,555,0,555,0
037,Kancheepuram,306,304,163,18,1,151,1,5,0,99,2,0,0,0,0,0,1,6,447,0,447,0
037,Kancheepuram,307,305,341,34,1,167,17,9,2,63,0,0,0,1,0,0,0,23,658,0,658,0
037,Kancheepuram,308,306,280,44,0,270,13,12,0,66,0,0,1,0,0,1,0,15,702,0,702,0
037,Kancheepuram,309,307,181,21,0,149,15,11,0,37,0,0,0,0,0,0,0,3,417,0,417,0
037,Kancheepuram,310,308,341,30,1,248,5,8,0,11,0,0,1,0,0,0,0,6,651,0,651,0
037,Kancheepuram,311,309,169,56,0,259,2,8,0,52,1,0,0,0,3,1,0,6,557,0,557,0
037,Kancheepuram,312,310,125,18,2,146,3,1,6,259,2,1,0,0,1,0,2,1,567,0,567,0
037,Kancheepuram,313,311,193,33,24,303,9,1,2,50,2,0,0,0,5,4,3,2,631,0,631,0
037,Kancheepuram,314,312,208,21,4,279,4,3,7,150,1,1,0,1,3,2,1,8,693,0,693,0
037,Kancheepuram,315,313,168,14,0,234,5,3,5,212,1,0,1,0,0,1,0,2,646,0,646,0
037,Kancheepuram,316,314,448,34,1,343,5,4,1,238,1,0,0,1,1,0,2,10,1089,0,1089,0
037,Kancheepuram,317,315,111,9,0,73,1,1,1,159,0,0,0,0,0,0,0,4,359,0,359,0
