ac_number,ac_name,table_no,polling_station_no,candidate_1,candidate_2,candidate_3,candidate_4,candidate_5,candidate_6,candidate_7,candidate_8,candidate_9,candidate_10,candidate_11,candidate_12,candidate_13,candidate_14,candidate_15,candidate_16,total_valid,rejected,total,tendered
036,UTHIRAMERUR,241,241,33,175,202,4,0,1,319,1,0,0,1,1,0,0,6,6,749,0,749,0
036,UTHIRAMERUR,242,242,59,411,320,1,2,0,9,1,0,0,0,0,2,1,3,1,810,0,810,0
036,UTHIRAMERUR,243,243,45,333,323,3,1,0,2,2,1,0,1,0,1,1,2,7,722,0,722,0
036,UTHIRAMERUR,244,244,42,279,415,2,3,0,6,0,0,1,2,0,0,2,2,4,758,0,758,0
036,UTHIRAMERUR,245,245,32,332,386,4,1,0,128,2,1,1,2,0,0,2,1,7,899,0,899,0
036,UTHIRAMERUR,246,246,24,456,473,1,0,0,48,0,0,0,1,1,0,0,0,3,1007,0,1007,0
036,UTHIRAMERUR,247,247,22,252,337,2,0,0,1,0,1,2,1,1,1,2,8,3,633,0,633,0
036,UTHIRAMERUR,248,248,23,141,362,0,6,0,13,1,1,0,0,0,2,4,1,4,558,0,558,0
036,UTHIRAMERUR,249,249,46,300,225,1,0,0,4,0,1,0,0,1,1,3,9,2,593,0,593,0
036,UTHIRAMERUR,250,250,12,240,350,7,0,0,218,7,0,0,1,0,1,1,0,3,840,0,840,0
036,UTHIRAMERUR,251,251,23,184,248,2,1,1,108,4,1,4,0,1,2,3,2,7,591,0,591,0
036,UTHIRAMERUR,252,252,18,94,155,1,0,1,144,1,0,25,0,0,2,7,3,0,451,0,451,0
036,UTHIRAMERUR,253,253,49,224,361,11,0,0,132,6,2,3,0,0,0,1,2,3,794,0,794,0
036,UTHIRAMERUR,254,254,23,267,335,0,1,5,134,3,0,0,1,0,25,0,3,7,804,0,804,0
036,UTHIRAMERUR,255,255,26,315,368,1,1,1,7,0,0,0,1,0,1,10,5,1,737,0,737,0
036,UTHIRAMERUR,256,256,9,275,296,0,1,0,176,0,0,0,1,2,1,2,3,3,769,0,769,0
036,UTHIRAMERUR,257,257,15,153,211,4,7,1,128,0,0,0,1,0,0,0,3,1,524,0,524,0
036,UTHIRAMERUR,258,258,6,200,226,1,10,0,27,2,1,1,0,0,0,4,0,0,478,0,478,0
036,UTHIRAMERUR,259,259,5,152,124,2,0,0,32,0,0,0,0,0,0,0,2,1,318,0,318,0
036,UTHIRAMERUR,260,260,7,255,179,2,0,0,368,7,0,3,0,0,0,1,2,3,827,0,827,0
036,UTHIRAMERUR,261,261,12,248,207,1,0,4,10,3,0,0,0,0,0,1,0,3,489,0,489,0
036,UTHIRAMERUR,262,262,13,177,207,0,1,0,2,2,0,0,0,0,0,1,1,4,408,0,408,0
036,UTHIRAMERUR,263,263,27,377,305,5,2,0,0,0,0,2,0,0,1,0,8,7,734,0,734,0
036,UTHIRAMERUR,264,264,83,242,288,1,0,0,70,6,1,1,1,0,1,6,4,8,712,0,712,0
036,UTHIRAMERUR,265,265,61,400,280,1,1,1,0,10,1,0,0,0,2,2,3,6,768,0,768,0
036,UTHIRAMERUR,266,266,11,252,223,0,6,0,1,0,0,0,0,0,1,1,0,4,499,0,499,0
036,UTHIRAMERUR,267,267,29,185,277,3,0,0,1,0,0,0,1,2,0,5,2,4,509,0,509,0
036,UTHIRAMERUR,268,268,77,271,266,6,3,0,1,0,0,0,0,0,0,2,1,4,631,0,631,0
036,UTHIRAMERUR,269,269,39,272,379,0,1,1,8,10,0,1,0,0,1,8,3,1,724,0,724,0
036,UTHIRAMERUR,270,270,23,239,197,0,1,0,13,1,0,0,0,0,4,0,3,1,482,0,482,0
036,UTHIRAMERUR,271,271,31,309,220,2,3,1,6,6,0,2,1,0,3,0,3,3,590,0,590,0
036,UTHIRAMERUR,272,272,9,196,193,12,1,0,34,3,0,0,0,1,2,0,0,4,455,0,455,0
036,UTHIRAMERUR,273,273,24,254,298,8,1,1,201,1,0,1,1,2,1,1,6,3,803,0,803,0
036,UTHIRAMERUR,274,274,57,197,190,10,0,1,90,2,0,1,0,0,0,3,5,7,563,0,563,0
036,UTHIRAMERUR,275,275,48,145,347,7,0,0,0,0,0,0,0,1,0,11,0,4,563,0,563,0
036,UTHIRAMERUR,276,276,25,315,375,4,6,1,47,1,0,0,0,0,1,2,3,1,781,0,781,0
036,UTHIRAMERUR,277,277,18,176,225,4,0,0,25,0,0,0,0,0,0,2,3,5,458,0,458,0
036,UTHIRAMERUR,278,278,21,271,339,2,3,1,10,1,0,0,0,0,0,1,4,7,660,0,660,0
036,UTHIRAMERUR,279,279,29,277,291,3,0,0,11,2,0,0,0,2,0,4,0,3,622,0,622,0
036,UTHIRAMERUR,280,280,33,254,175,0,1,0,118,1,0,1,0,0,2,2,8,1,596,0,596,0
036,UTHIRAMERUR,281,281,6,114,122,1,0,1,262,0,1,0,0,0,0,0,1,1,509,0,509,0
036,UTHIRAMERUR,282,282,28,331,526,6,1,0,114,2,0,0,0,2,1,8,2,4,1025,0,1025,0
036,UTHIRAMERUR,283,283,17,369,326,7,6,2,10,2,0,0,1,0,0,15,6,4,765,0,765,0
036,UTHIRAMERUR,284,284,24,307,370,4,4,0,0,4,0,0,3,1,0,6,4,4,731,0,731,0
036,UTHIRAMERUR,285,285,26,291,388,2,2,1,1,4,0,0,0,1,2,3,4,2,727,0,727,0
036,UTHIRAMERUR,286,286,56,209,221,5,1,0,1,2,0,0,5,0,1,2,4,6,513,0,513,0
036,UTHIRAMERUR,287,287,50,159,296,1,0,0,9,0,0,0,2,0,0,2,0,1,520,0,520,0
036,UTHIRAMERUR,288,288,29,333,435,5,4,1,0,5,2,0,2,0,3,3,2,5,829,0,829,0
036,UTHIRAMERUR,289,289,20,193,371,3,1,1,72,0,0,0,0,0,3,8,1,3,676,0,676,0
036,UTHIRAMERUR,290,290,20,239,253,2,1,2,271,0,1,2,0,0,0,3,2,7,803,0,803,0
036,UTHIRAMERUR,291,291,13,186,449,2,0,1,66,2,0,0,0,0,2,4,3,10,738,0,738,0
036,UTHIRAMERUR,292,292,12,169,363,1,1,0,84,3,0,0,0,0,1,0,1,9,644,0,644,0
036,UTHIRAMERUR,293,293,46,333,428,3,1,0,42,3,1,0,0,0,0,8,0,8,873,0,873,0
036,UTHIRAMERUR,294,294,19,163,473,2,1,0,3,2,0,0,0,1,0,9,2,6,681,0,681,0
036,UTHIRAMERUR,295,295,88,201,349,2,0,0,3,0,1,0,0,0,0,4,6,5,659,0,659,0
036,UTHIRAMERUR,296,296,36,174,325,8,3,0,13,2,1,1,1,1,1,3,3,2,574,0,574,0
036,UTHIRAMERUR,297,297,46,127,185,4,1,0,96,2,0,1,0,0,4,2,4,5,477,0,477,0
036,UTHIRAMERUR,298,298,42,212,231,2,3,0,130,5,3,2,0,0,2,5,5,2,644,0,644,0
036,UTHIRAMERUR,299,299,48,269,449,1,7,0,25,8,0,1,1,0,0,7,2,6,824,0,824,0
036,UTHIRAMERUR,300,300,14,156,276,2,1,1,102,0,1,0,0,1,3,3,6,5,571,0,571,0
036,UTHIRAMERUR,301,301,47,375,396,4,2,0,57,3,0,0,0,0,1,6,2,3,896,0,896,0
